instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,atemp_bin,hum_bin
191,2011-01-09,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,"(-0.001, 0.1]","(0.5, 0.6]"
192,2011-01-09,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,"(-0.001, 0.1]","(0.4, 0.5]"
193,2011-01-09,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,"(-0.001, 0.1]","(0.5, 0.6]"
194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,"(-0.001, 0.1]","(0.4, 0.5]"
195,2011-01-09,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,"(-0.001, 0.1]","(0.4, 0.5]"
196,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,"(0.1, 0.2]","(0.4, 0.5]"
197,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,"(0.1, 0.2]","(0.3, 0.4]"
198,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,"(0.1, 0.2]","(0.3, 0.4]"
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,"(0.1, 0.2]","(0.3, 0.4]"
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,"(0.1, 0.2]","(0.3, 0.4]"
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,"(0.1, 0.2]","(0.3, 0.4]"
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,"(0.1, 0.2]","(0.3, 0.4]"
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,"(0.1, 0.2]","(0.3, 0.4]"
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,"(0.1, 0.2]","(0.3, 0.4]"
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,"(0.1, 0.2]","(0.4, 0.5]"
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,"(0.1, 0.2]","(0.4, 0.5]"
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,"(0.1, 0.2]","(0.4, 0.5]"
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,"(0.1, 0.2]","(0.4, 0.5]"
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,"(0.1, 0.2]","(0.4, 0.5]"
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,"(0.1, 0.2]","(0.4, 0.5]"
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,"(0.1, 0.2]","(0.4, 0.5]"
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,"(0.1, 0.2]","(0.4, 0.5]"
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,"(0.1, 0.2]","(0.4, 0.5]"
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,"(0.1, 0.2]","(0.5, 0.6]"
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,"(0.1, 0.2]","(0.5, 0.6]"
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,"(0.1, 0.2]","(0.4, 0.5]"
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,"(0.1, 0.2]","(0.4, 0.5]"
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,"(0.1, 0.2]","(0.4, 0.5]"
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,"(0.1, 0.2]","(0.4, 0.5]"
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,"(0.1, 0.2]","(0.4, 0.5]"
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,"(0.1, 0.2]","(0.4, 0.5]"
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,"(0.1, 0.2]","(0.3, 0.4]"
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,"(0.1, 0.2]","(0.3, 0.4]"
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,"(0.1, 0.2]","(0.3, 0.4]"
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,"(0.1, 0.2]","(0.3, 0.4]"
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,"(0.2, 0.3]","(0.3, 0.4]"
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,"(0.2, 0.3]","(0.3, 0.4]"
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,"(0.1, 0.2]","(0.3, 0.4]"
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,"(0.1, 0.2]","(0.4, 0.5]"
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,"(0.1, 0.2]","(0.4, 0.5]"
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,"(0.1, 0.2]","(0.5, 0.6]"
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,"(0.1, 0.2]","(0.5, 0.6]"
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,"(0.1, 0.2]","(0.5, 0.6]"
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,"(0.1, 0.2]","(0.5, 0.6]"
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,"(0.1, 0.2]","(0.5, 0.6]"
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,"(0.1, 0.2]","(0.5, 0.6]"
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,"(0.1, 0.2]","(0.5, 0.6]"
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,"(0.1, 0.2]","(0.5, 0.6]"
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,"(0.2, 0.3]","(0.5, 0.6]"
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,"(0.2, 0.3]","(0.5, 0.6]"
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,"(0.1, 0.2]","(0.5, 0.6]"
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,"(0.2, 0.3]","(0.5, 0.6]"
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,"(0.2, 0.3]","(0.4, 0.5]"
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,"(0.2, 0.3]","(0.5, 0.6]"
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,"(0.2, 0.3]","(0.5, 0.6]"
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,"(0.2, 0.3]","(0.5, 0.6]"
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,"(0.1, 0.2]","(0.7, 0.8]"
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,"(0.1, 0.2]","(0.8, 0.9]"
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,"(0.1, 0.2]","(0.8, 0.9]"
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,"(0.1, 0.2]","(0.9, 1.0]"
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,"(0.2, 0.3]","(0.9, 1.0]"
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,"(0.1, 0.2]","(0.9, 1.0]"
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,"(0.1, 0.2]","(0.8, 0.9]"
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,"(0.1, 0.2]","(0.9, 1.0]"
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,"(0.1, 0.2]","(0.9, 1.0]"
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,"(0.1, 0.2]","(0.8, 0.9]"
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,"(0.1, 0.2]","(0.8, 0.9]"
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,"(0.1, 0.2]","(0.8, 0.9]"
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,"(0.1, 0.2]","(0.8, 0.9]"
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,"(0.1, 0.2]","(0.9, 1.0]"
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,"(0.1, 0.2]","(0.6, 0.7]"
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,"(0.1, 0.2]","(0.5, 0.6]"
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,"(0.1, 0.2]","(0.5, 0.6]"
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,"(0.1, 0.2]","(0.5, 0.6]"
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,"(0.1, 0.2]","(0.5, 0.6]"
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,"(0.1, 0.2]","(0.4, 0.5]"
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,"(0.1, 0.2]","(0.4, 0.5]"
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,"(0.1, 0.2]","(0.4, 0.5]"
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,"(0.1, 0.2]","(0.4, 0.5]"
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,"(0.1, 0.2]","(0.4, 0.5]"
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,"(0.1, 0.2]","(0.4, 0.5]"
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,"(0.1, 0.2]","(0.4, 0.5]"
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,"(0.1, 0.2]","(0.4, 0.5]"
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,"(0.1, 0.2]","(0.4, 0.5]"
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,"(0.1, 0.2]","(0.5, 0.6]"
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,"(0.1, 0.2]","(0.5, 0.6]"
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,"(0.1, 0.2]","(0.5, 0.6]"
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,"(0.1, 0.2]","(0.5, 0.6]"
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,"(0.1, 0.2]","(0.4, 0.5]"
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,"(0.1, 0.2]","(0.4, 0.5]"
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,"(0.1, 0.2]","(0.4, 0.5]"
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,"(0.1, 0.2]","(0.4, 0.5]"
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,"(0.1, 0.2]","(0.4, 0.5]"
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,"(0.1, 0.2]","(0.5, 0.6]"
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,"(0.1, 0.2]","(0.5, 0.6]"
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,"(0.1, 0.2]","(0.4, 0.5]"
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,"(0.1, 0.2]","(0.4, 0.5]"
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,"(0.1, 0.2]","(0.4, 0.5]"
289,2011-01-13,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,"(0.1, 0.2]","(0.4, 0.5]"
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,"(0.1, 0.2]","(0.4, 0.5]"
291,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,"(0.1, 0.2]","(0.4, 0.5]"
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,"(0.1, 0.2]","(0.4, 0.5]"
293,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,"(0.2, 0.3]","(0.3, 0.4]"
294,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,"(0.2, 0.3]","(0.3, 0.4]"
295,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,"(0.1, 0.2]","(0.3, 0.4]"
296,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,"(0.1, 0.2]","(0.3, 0.4]"
297,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,"(0.1, 0.2]","(0.4, 0.5]"
298,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,"(0.1, 0.2]","(0.4, 0.5]"
299,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,"(0.1, 0.2]","(0.4, 0.5]"
300,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,"(0.1, 0.2]","(0.4, 0.5]"
301,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,"(0.1, 0.2]","(0.4, 0.5]"
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,"(0.1, 0.2]","(0.4, 0.5]"
303,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,"(0.1, 0.2]","(0.5, 0.6]"
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,"(0.1, 0.2]","(0.5, 0.6]"
305,2011-01-14,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,"(0.1, 0.2]","(0.5, 0.6]"
306,2011-01-14,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,"(0.1, 0.2]","(0.5, 0.6]"
307,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,"(0.1, 0.2]","(0.5, 0.6]"
308,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,"(0.1, 0.2]","(0.7, 0.8]"
309,2011-01-14,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,"(0.1, 0.2]","(0.6, 0.7]"
310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,"(0.1, 0.2]","(0.6, 0.7]"
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,"(0.1, 0.2]","(0.5, 0.6]"
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,"(0.1, 0.2]","(0.5, 0.6]"
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,"(0.1, 0.2]","(0.4, 0.5]"
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,"(0.1, 0.2]","(0.3, 0.4]"
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,"(0.2, 0.3]","(0.4, 0.5]"
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,"(0.2, 0.3]","(0.3, 0.4]"
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,"(0.2, 0.3]","(0.4, 0.5]"
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,"(0.2, 0.3]","(0.4, 0.5]"
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,"(0.2, 0.3]","(0.4, 0.5]"
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,"(0.1, 0.2]","(0.5, 0.6]"
321,2011-01-14,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,"(0.2, 0.3]","(0.5, 0.6]"
322,2011-01-14,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,"(0.2, 0.3]","(0.6, 0.7]"
323,2011-01-14,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,"(0.2, 0.3]","(0.6, 0.7]"
324,2011-01-14,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,"(0.2, 0.3]","(0.5, 0.6]"
325,2011-01-15,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,"(0.2, 0.3]","(0.5, 0.6]"
326,2011-01-15,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,"(0.1, 0.2]","(0.5, 0.6]"
327,2011-01-15,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,"(0.1, 0.2]","(0.5, 0.6]"
328,2011-01-15,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,"(0.2, 0.3]","(0.5, 0.6]"
329,2011-01-15,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,"(0.2, 0.3]","(0.5, 0.6]"
330,2011-01-15,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,"(0.2, 0.3]","(0.5, 0.6]"
331,2011-01-15,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,"(0.1, 0.2]","(0.6, 0.7]"
332,2011-01-15,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,"(0.2, 0.3]","(0.6, 0.7]"
333,2011-01-15,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,"(0.1, 0.2]","(0.6, 0.7]"
334,2011-01-15,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,"(0.1, 0.2]","(0.6, 0.7]"
335,2011-01-15,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,"(0.1, 0.2]","(0.5, 0.6]"
336,2011-01-15,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,"(0.1, 0.2]","(0.5, 0.6]"
337,2011-01-15,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,"(0.2, 0.3]","(0.4, 0.5]"
338,2011-01-15,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,"(0.2, 0.3]","(0.3, 0.4]"
339,2011-01-15,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,"(0.2, 0.3]","(0.3, 0.4]"
340,2011-01-15,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,"(0.3, 0.4]","(0.3, 0.4]"
341,2011-01-15,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,"(0.3, 0.4]","(0.3, 0.4]"
342,2011-01-15,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,"(0.3, 0.4]","(0.3, 0.4]"
343,2011-01-15,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,"(0.2, 0.3]","(0.4, 0.5]"
344,2011-01-15,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,"(0.3, 0.4]","(0.3, 0.4]"
345,2011-01-15,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,"(0.3, 0.4]","(0.3, 0.4]"
346,2011-01-15,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,"(0.3, 0.4]","(0.3, 0.4]"
347,2011-01-15,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,"(0.3, 0.4]","(0.4, 0.5]"
348,2011-01-15,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,"(0.2, 0.3]","(0.4, 0.5]"
349,2011-01-16,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,"(0.3, 0.4]","(0.5, 0.6]"
350,2011-01-16,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,"(0.2, 0.3]","(0.5, 0.6]"
351,2011-01-16,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,"(0.2, 0.3]","(0.5, 0.6]"
352,2011-01-16,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,"(0.2, 0.3]","(0.6, 0.7]"
353,2011-01-16,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,"(0.2, 0.3]","(0.5, 0.6]"
354,2011-01-16,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,"(0.2, 0.3]","(0.5, 0.6]"
355,2011-01-16,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,"(0.2, 0.3]","(0.5, 0.6]"
356,2011-01-16,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,"(0.2, 0.3]","(0.5, 0.6]"
357,2011-01-16,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,"(0.2, 0.3]","(0.5, 0.6]"
358,2011-01-16,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,"(0.2, 0.3]","(0.5, 0.6]"
359,2011-01-16,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,"(0.2, 0.3]","(0.5, 0.6]"
360,2011-01-16,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,"(0.2, 0.3]","(0.4, 0.5]"
361,2011-01-16,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,"(0.2, 0.3]","(0.4, 0.5]"
362,2011-01-16,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,"(0.2, 0.3]","(0.3, 0.4]"
363,2011-01-16,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,"(0.2, 0.3]","(0.3, 0.4]"
364,2011-01-16,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,"(0.2, 0.3]","(0.3, 0.4]"
365,2011-01-16,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,"(0.2, 0.3]","(0.3, 0.4]"
366,2011-01-16,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,"(0.2, 0.3]","(0.3, 0.4]"
367,2011-01-16,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,"(0.2, 0.3]","(0.3, 0.4]"
368,2011-01-16,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,"(0.1, 0.2]","(0.4, 0.5]"
369,2011-01-16,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,"(0.1, 0.2]","(0.4, 0.5]"
370,2011-01-16,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,"(0.1, 0.2]","(0.5, 0.6]"
371,2011-01-16,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,"(0.2, 0.3]","(0.4, 0.5]"
372,2011-01-16,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,"(0.2, 0.3]","(0.3, 0.4]"
373,2011-01-17,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,"(0.1, 0.2]","(0.4, 0.5]"
374,2011-01-17,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,"(0.1, 0.2]","(0.4, 0.5]"
375,2011-01-17,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,"(0.1, 0.2]","(0.4, 0.5]"
376,2011-01-17,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,"(0.1, 0.2]","(0.4, 0.5]"
377,2011-01-17,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,"(0.1, 0.2]","(0.4, 0.5]"
378,2011-01-17,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,"(0.1, 0.2]","(0.4, 0.5]"
379,2011-01-17,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,"(0.1, 0.2]","(0.4, 0.5]"
380,2011-01-17,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,"(0.1, 0.2]","(0.4, 0.5]"
381,2011-01-17,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,"(0.1, 0.2]","(0.4, 0.5]"
